,years,crop_type,geometry
783,2021,1,"POLYGON ((764062.0172966834 1683255.9290007912, 764138.9321986621 1683232.2180674754, 764180.1017352389 1683213.4185764994, 764173.8014401982 1683009.3108342246, 764009.6968144162 1682985.7635501544, 764008.7255717742 1683062.4738801734, 763998.7178892707 1683139.746714479, 764062.0172966834 1683255.9290007912))"
784,2021,3,"POLYGON ((766324.401887388 1682383.2144938319, 766385.991224579 1682592.4928023983, 766437.76309002 1682596.512916356, 766437.9980766429 1682632.6072898207, 766474.1899219139 1682635.8969545753, 766490.7723131186 1682548.402426567, 766443.7394191318 1682534.1399475716, 766391.331899282 1682425.158881508, 766395.779928389 1682393.214007342, 766324.401887388 1682383.2144938319))"
785,2021,1,"POLYGON ((763633.949812484 1680481.2954908377, 763817.7609537556 1680484.4667586582, 763825.0120356629 1680461.0780138555, 763760.7270193172 1680412.5298735288, 763734.9478185715 1680343.3797219656, 763691.3743593574 1680346.101005197, 763633.949812484 1680481.2954908377))"
786,2021,2,"POLYGON ((758514.7470794285 1681192.0104801909, 758463.064824033 1681326.1686982906, 758494.2640691218 1681372.8974684556, 758494.4595464735 1681374.670893483, 758564.8693687832 1681209.2789232172, 758514.7470794285 1681192.0104801909))"
787,2021,1,"POLYGON ((767618.9039769074 1675449.2113056695, 767551.4609671053 1675459.6705019567, 767554.872980502 1675466.01786411, 767571.0847206358 1675492.9052003638, 767617.4995197788 1675584.053052625, 767658.734206937 1675576.8833675883, 767681.2715120848 1675570.5441651435, 767672.208121767 1675526.897863394, 767659.0392744909 1675518.0351096685, 767618.9039769074 1675449.2113056695))"
788,2021,2,"POLYGON ((764655.9748399758 1681768.1611492643, 764727.780607349 1681749.9291158938, 764714.7469766373 1681694.9809689652, 764768.0504225858 1681696.8001216475, 764770.0637488095 1681661.2851340617, 764682.6969628672 1681657.974676304, 764625.7401806554 1681675.0458163475, 764655.9748399758 1681768.1611492643))"
789,2021,3,"POLYGON ((768210.3679625259 1675336.1994766642, 768237.0406830292 1675335.949577264, 768236.8504905873 1675295.9805790025, 768338.624403167 1675292.3788845756, 768320.7601105343 1675170.7249099752, 768277.3760422559 1675165.2488970107, 768224.267522779 1675154.3481199217, 768210.3679625259 1675336.1994766642))"
790,2021,3,"POLYGON ((768135.3782025115 1675726.5999619358, 768130.7987294279 1675779.3571728112, 768389.9019231296 1675813.196718217, 768395.5707624331 1675787.576219515, 768135.3782025115 1675726.5999619358))"
791,2021,2,"POLYGON ((767319.576012969 1677111.2874408457, 767327.8554358423 1677082.9287837045, 767238.4987507279 1676997.552297331, 767222.0109690363 1677019.6179650244, 767319.576012969 1677111.2874408457))"
792,2021,3,"POLYGON ((772821.5819712131 1674146.5160593907, 773003.3429551132 1674151.9957922655, 773077.2772891149 1674054.066747162, 773067.9562448057 1673970.3287686654, 773055.0426623807 1673906.1856720764, 772847.3460622996 1673903.4586214274, 772846.8638549828 1673908.0322409645, 772838.8913093695 1674004.6101560185, 772805.5537500684 1674104.2326552863, 772810.0935597827 1674112.9903989565, 772809.7824198564 1674146.6240463094, 772821.5819712131 1674146.5160593907))"
793,2021,1,"POLYGON ((767790.1909610501 1677975.314745556, 767834.969901158 1677980.5851844326, 767847.5608017817 1677554.7111651385, 767805.8683080047 1677571.0646797563, 767790.1909610501 1677975.314745556))"
794,2021,3,"POLYGON ((767835.6149822875 1677980.5925299143, 767870.1927381023 1677984.639766516, 767885.4876004184 1677755.7520262848, 767890.7625855287 1677670.2321758613, 767896.4909397042 1677535.4509163701, 767847.5608017817 1677554.7111651385, 767835.6149822875 1677980.5925299143))"
795,2021,1,"POLYGON ((766642.1449084871 1676379.2246348814, 766454.4792312086 1676247.9013436716, 766392.4365409344 1676228.4893434357, 766350.5838474217 1676211.4093819025, 766327.0922638122 1676263.288101077, 766575.3862072749 1676424.9669984255, 766642.1449084871 1676379.2246348814))"
796,2021,1,"POLYGON ((763121.3631230218 1680670.2821164299, 763068.2977723617 1680752.6078025366, 762998.0264306937 1680787.3578342346, 763027.6682837321 1680914.8932818826, 763185.1588486223 1680829.6416864605, 763121.3631230218 1680670.2821164299))"
797,2021,1,"POLYGON ((763970.8350218355 1680859.6071058356, 764173.6060893962 1681126.7032470258, 764216.6332073857 1681086.446626291, 764147.2824743604 1680953.2584487102, 764240.4603929282 1680994.4943138082, 764230.6729845993 1680889.7642758975, 764084.6026983915 1680752.6133209695, 764098.3168607801 1680852.4054443324, 763970.8350218355 1680859.6071058356))"
798,2021,3,"POLYGON ((764070.4183677426 1682299.830678385, 764106.5444080539 1682308.9833915043, 764131.992016597 1682340.3791254687, 764220.163807037 1682357.8677648357, 764200.7085744021 1682204.8702437838, 764063.1116514204 1682232.6588530794, 764070.4183677426 1682299.830678385))"
799,2021,1,"POLYGON ((764462.0410151371 1680774.907001624, 764445.3431270221 1680711.0612517728, 764292.5342149308 1680752.295848024, 764145.2440602591 1680809.5354992466, 764191.734908876 1680853.235011347, 764462.0410151371 1680774.907001624))"
800,2021,1,"POLYGON ((764238.9241419216 1680892.1820240847, 764455.478759814 1680822.9915167652, 764462.0410151371 1680774.907001624, 764191.9486588924 1680853.348125361, 764238.9241419216 1680892.1820240847))"
801,2021,1,"POLYGON ((765301.3183262007 1681599.3092944296, 765274.2707927129 1681490.7294215658, 765212.7744629409 1681500.3304176459, 765231.6626333401 1681607.93228033, 765276.282988081 1681617.0719768612, 765301.3183262007 1681599.3092944296))"
802,2021,1,"POLYGON ((767931.9224812074 1675867.8772775116, 767973.0283211095 1675874.987610884, 767988.9660912753 1675778.517985149, 768013.9157991318 1675683.9222749036, 767966.4563925555 1675668.1041665282, 767931.9224812074 1675867.8772775116))"
803,2021,3,"POLYGON ((767664.8154510119 1676462.5693132929, 767828.1909258168 1676516.5722730102, 767882.1696888313 1676384.5542949778, 767747.7645981287 1676355.0155522998, 767664.8154510119 1676462.5693132929))"
804,2021,1,"POLYGON ((768377.6164324861 1675840.6394353008, 768115.2901055707 1675829.694891315, 768104.265618185 1675864.6607322767, 768098.4941570036 1675896.7280664414, 768123.359065495 1675896.2814925164, 768246.2559897327 1675904.716368153, 768365.7897032547 1675909.7297250393, 768377.6164324861 1675840.6394353008))"
805,2021,1,"POLYGON ((763336.8641321557 1680771.4495779488, 763520.9298208456 1680751.7051328898, 763577.4413604592 1680755.2178513354, 763512.8588423098 1680627.8426891968, 763484.4339353967 1680535.746583583, 763313.6141157458 1680620.515062978, 763317.9376421961 1680666.3967107597, 763318.136235615 1680744.5588825461, 763336.8641321557 1680771.4495779488))"
806,2021,4,"POLYGON ((767850.5721164597 1677019.4384095538, 767766.9334260352 1676866.1929437886, 767756.4598805145 1676866.192932002, 767699.7227207858 1676878.2755210989, 767695.3343342496 1677116.0517581718, 767724.4169524646 1677123.155522023, 767752.2845965417 1677191.3969523914, 767847.6073666357 1677141.0769392205, 767896.89050991 1677114.8748799018, 767846.4553950501 1677022.5225184287, 767850.5721164597 1677019.4384095538))"
807,2021,4,"POLYGON ((765813.5199782022 1679383.5972757007, 766044.763579599 1679386.3247100352, 766052.018001704 1679286.8784325463, 765780.1836685354 1679279.4850438114, 765777.7501704084 1679333.0411206128, 765774.9254479653 1679383.1607664702, 765813.5199782022 1679383.5972757007))"
808,2021,1,"POLYGON ((763658.4421097515 1680913.997462416, 763635.3191939862 1680838.1239654964, 763408.8643940298 1680831.8182197607, 763408.6897277422 1680904.8836873313, 763658.4421097515 1680913.997462416))"
809,2021,3,"POLYGON ((765310.9709051319 1682704.0810382173, 765521.8700818856 1682715.6568187668, 765561.8215579954 1682595.767340898, 765555.3077611414 1682534.9137668589, 765507.6233694587 1682521.1994318452, 765497.8230526107 1682560.7226762518, 765378.2237590312 1682537.0057233272, 765310.9709051319 1682704.0810382173))"
810,2021,3,"POLYGON ((763760.9806119956 1680849.388353457, 763944.8291201821 1680829.866239517, 763913.2404842842 1680770.724881929, 763752.340277035 1680776.3343992173, 763760.9806119956 1680849.388353457))"
811,2021,3,"POLYGON ((764021.0401207292 1680572.9932929357, 764109.7657600583 1680551.4064299616, 764177.2162878943 1680547.8474817188, 764181.3747777832 1680484.0152933153, 763940.05083204 1680499.347310536, 764021.0401207292 1680572.9932929357))"
812,2021,3,"POLYGON ((765571.8355823532 1683078.4660297353, 765549.9604103564 1683149.5155725917, 765554.9992521749 1683236.147954778, 765698.3948015788 1683256.1505514258, 765725.1160923671 1683127.4759702398, 765571.8355823532 1683078.4660297353))"
813,2021,2,"POLYGON ((764206.7311481368 1682223.7585971283, 764225.4288815153 1682377.1904379164, 764284.5089406988 1682381.3987063447, 764297.3225768928 1682370.0293390304, 764306.1214163075 1682352.4150311635, 764340.4600480543 1682253.053089364, 764206.7311481368 1682223.7585971283))"
814,2021,1,"POLYGON ((763874.9030904154 1683080.120039738, 764008.7255717742 1683062.4738801734, 764006.2992331431 1683010.6347961028, 763867.6884632986 1683033.4304431523, 763874.9030904154 1683080.120039738))"
815,2021,1,"POLYGON ((767565.6572128353 1675867.3669583092, 767596.5635238935 1675816.2374750886, 767476.4095648646 1675762.5064097794, 767444.9496403028 1675834.0005308532, 767565.6572128353 1675867.3669583092))"
816,2021,1,"POLYGON ((767152.6660525661 1676427.908531613, 767113.4358181813 1676484.9587377002, 767061.1284744574 1676561.0535777004, 767232.9260434211 1676657.2611273748, 767251.3273302629 1676561.9715302908, 767346.3566168298 1676585.0039380696, 767393.5325968154 1676518.0976977628, 767356.7792430631 1676512.9718339727, 767325.8105124359 1676509.5354840928, 767262.1525532105 1676494.3169458215, 767285.9020040801 1676451.8106861317, 767151.6625705408 1676407.932642888, 767152.6660525661 1676427.908531613))"
817,2021,4,"POLYGON ((772025.0966159623 1673134.5378062848, 771960.2139319008 1673174.3112006832, 771849.296416036 1673158.3078968, 771856.0852827048 1673278.5109334425, 772021.2977037064 1673268.1260946814, 772023.8313918418 1673197.6303350842, 772025.0966159623 1673134.5378062848))"
818,2021,3,"POLYGON ((772013.062166075 1673124.2133450278, 772187.3293783569 1673149.473179275, 772193.5321205386 1673105.9232777301, 772006.4380953289 1673083.0619997764, 772003.0817555222 1673094.3161558076, 772013.062166075 1673124.2133450278))"
819,2021,1,"POLYGON ((771944.6078109047 1673408.5132454205, 772026.6681448924 1673539.2165408938, 772079.0163246203 1673523.1024598149, 772023.9119814626 1673423.820484857, 771944.6078109047 1673408.5132454205))"
820,2021,3,"POLYGON ((767619.8647982392 1679590.7576013089, 767679.4064733618 1679366.3595010042, 767524.5158500031 1679314.9971328422, 767492.0755740457 1679557.860529164, 767619.8647982392 1679590.7576013089))"
821,2021,3,"POLYGON ((766375.5551764269 1680253.3917780735, 766454.9879331046 1680255.289153508, 766456.2443629266 1680106.6191713659, 766374.7472090896 1680106.5805428831, 766375.5551764269 1680253.3917780735))"
822,2021,2,"POLYGON ((770492.1737738688 1673767.2891294141, 770491.1864788635 1673759.1210923968, 770455.1959166233 1673764.0394730165, 770404.2820881733 1673770.1435418809, 770403.6653210422 1673826.8620904246, 770462.015167257 1673921.4173723396, 770510.3061328167 1673872.6084128665, 770492.1737738688 1673767.2891294141))"
823,2021,3,"POLYGON ((766872.5201092196 1680582.3088681265, 767115.3697616694 1680556.2850982128, 767127.5956262763 1680502.2864451816, 766873.2093741677 1680540.5786961962, 766872.5201092196 1680582.3088681265))"
824,2021,4,"POLYGON ((768428.3842619333 1679819.5218612312, 768377.4822143274 1679785.8374635992, 768372.5699827371 1679839.3659574415, 768348.5912231001 1679839.5349090286, 768325.5406481993 1680191.4464335449, 768404.684974107 1680162.236991454, 768408.7967868752 1680075.264303383, 768444.8793635569 1679881.4876529153, 768418.7947951915 1679877.7575431196, 768428.3842619333 1679819.5218612312))"
825,2021,3,"POLYGON ((769913.3063034508 1680197.2380538178, 770022.061201052 1680192.6202051488, 770029.8617005218 1680056.5324785677, 770023.9623279185 1680008.5257989045, 769921.72561079 1680007.2401600871, 769913.3063034508 1680197.2380538178))"
826,2021,1,"POLYGON ((771475.0417477104 1677185.556945882, 771468.1919604237 1677323.7634433026, 771473.1010033649 1677392.4798497984, 771497.4735115978 1677390.1725675012, 771602.6105543312 1677401.57483743, 771568.3439129298 1677220.0573034568, 771532.4868799499 1677200.3383761712, 771475.0417477104 1677185.556945882))"
827,2021,1,"POLYGON ((770231.8521279141 1679863.667363503, 770243.8093889127 1679665.406367672, 770206.8395311949 1679663.8740621265, 770178.2145445491 1679871.6861225392, 770231.8521279141 1679863.667363503))"
828,2021,4,"POLYGON ((768589.3405859566 1679977.1173838477, 768645.5914344448 1679972.4710269696, 768616.9015619399 1679926.7354947834, 768614.8714752479 1679907.1679069977, 768609.5221718372 1679900.1017573134, 768532.8134423206 1679798.7735408132, 768514.476859347 1679890.803322305, 768525.6274937219 1679903.0960885864, 768534.898115163 1679919.667971442, 768568.593060669 1679919.9083104855, 768575.3141666818 1679940.3402073416, 768542.6472263399 1679939.506266869, 768548.8783333517 1679957.1452509603, 768584.9572910231 1679955.809985801, 768589.3405859566 1679977.1173838477))"
829,2021,4,"POLYGON ((767614.2539445562 1678553.6607198038, 767655.6812705296 1678560.442809884, 767668.7884300842 1678523.6144380956, 767670.2525193689 1678480.0108475033, 767645.648030588 1678459.4706101995, 767625.8672315979 1678459.1347570606, 767615.6679619681 1678495.5533955444, 767614.2539445562 1678553.6607198038))"
830,2021,3,"POLYGON ((771005.3580251085 1674277.132954225, 770998.2276492177 1674316.4499187781, 770971.5228326595 1674316.8400900352, 770952.09486091 1674393.4734044333, 771103.9832729833 1674435.7319632692, 771283.3477585369 1674430.726846031, 771304.8971648313 1674331.9950370572, 771308.2315467357 1674272.9706816385, 771005.3580251085 1674277.132954225))"
831,2021,3,"POLYGON ((767011.8059277402 1679877.6669426167, 766986.2882919558 1680003.808805726, 767002.7617894995 1680049.0553878276, 767151.3412177805 1680040.4485156892, 767134.9965234867 1679870.4319143975, 767011.8059277402 1679877.6669426167))"
832,2021,3,"POLYGON ((770501.6645857461 1679511.1211117052, 770562.1980163114 1679362.5948313333, 770502.9049832236 1679341.9337736687, 770479.1940928678 1679331.141899571, 770442.4432325598 1679420.331347652, 770411.6195983216 1679509.207401086, 770445.4661970041 1679551.3075235032, 770501.6645857461 1679511.1211117052))"
833,2021,3,"POLYGON ((771890.8377904689 1674527.3248176998, 772106.6486923362 1674530.3685872573, 772112.1863214748 1674516.4824911088, 772101.3880456444 1674445.7220374085, 771884.823647365 1674442.6697574903, 771890.8377904689 1674527.3248176998))"
834,2021,3,"POLYGON ((770667.120026189 1674869.6281247425, 770934.8426633959 1674818.8976140984, 770928.9348596729 1674780.8549601382, 770665.1688250715 1674833.5131724838, 770667.120026189 1674869.6281247425))"
835,2021,1,"POLYGON ((768389.8034777178 1679723.7580654074, 768421.1749811451 1679725.8878315133, 768440.3552379154 1679637.537331786, 768380.256551469 1679608.8406855068, 768389.8034777178 1679723.7580654074))"
836,2021,2,"POLYGON ((769729.5844638781 1672346.7029409083, 769794.6780538457 1672457.6056896264, 769948.6319513284 1672378.5458366044, 769962.5580138176 1672355.2340515158, 769976.9357880235 1672330.0453238145, 769939.8814553272 1672259.6512492483, 769729.5844638781 1672346.7029409083))"
837,2021,3,"POLYGON ((768555.0386269268 1673986.0117236115, 768594.5193717193 1673985.0221524967, 768545.0584224589 1673738.5684589923, 768530.4250570249 1673739.1768166488, 768555.0386269268 1673986.0117236115))"
838,2021,1,"POLYGON ((766872.5201092196 1680582.3088681265, 766943.1227134666 1680623.1886975272, 767073.2364928112 1680621.3468274183, 767056.7022990034 1680562.5926476277, 766872.5201092196 1680582.3088681265))"
839,2021,4,"POLYGON ((767819.0838395976 1679252.4787569307, 767908.8757498949 1679260.9198065454, 767914.4686848295 1679166.4358772961, 767824.3437910855 1679158.8767646765, 767819.0838395976 1679252.4787569307))"
840,2021,1,"POLYGON ((767824.3437910855 1679158.8767646765, 767708.2221133632 1679149.2505104276, 767700.7523608888 1679295.3044901455, 767814.335471068 1679367.2324792792, 767851.3520039701 1679364.665132756, 767904.5105550291 1679342.021632071, 767908.8669169236 1679261.6946868796, 767819.0838395976 1679252.4787569307, 767824.3437910855 1679158.8767646765))"
841,2021,1,"POLYGON ((771326.601190385 1674251.235440834, 771441.570967129 1674232.40890379, 771426.7228920662 1674167.5810649325, 771321.4697975824 1674173.7874541103, 771326.601190385 1674251.235440834))"
842,2021,3,"POLYGON ((771519.6352463074 1674028.265589647, 771501.7860454752 1673981.2280829225, 771285.8825433662 1673976.5289290075, 771292.2793229817 1674037.4950786564, 771519.6352463074 1674028.265589647))"
843,2021,3,"POLYGON ((770029.044331131 1680137.5380122454, 770095.3446270844 1680129.338051596, 770088.1646550864 1680077.217815798, 770074.9147093464 1679978.7673707216, 770058.3174426213 1679886.088547023, 770003.114500009 1679889.4768992497, 770026.9944690308 1680007.9774439915, 770032.8144395881 1680056.1976612357, 770030.7043642106 1680114.6779142807, 770029.044331131 1680137.5380122454))"
844,2021,1,"POLYGON ((772066.935563114 1674257.531481488, 771883.7355618562 1674261.6420898037, 771901.1356521054 1674336.3402377584, 772086.7145392061 1674353.49312554, 772066.935563114 1674257.531481488))"
845,2021,2,"POLYGON ((769336.8345179363 1675328.346938683, 769361.1483529054 1675299.28613144, 769321.5976427272 1675231.2994973022, 769227.8137592953 1675231.999094315, 769253.8973031819 1675255.1038720775, 769293.2344735191 1675257.1034093506, 769336.8345179363 1675328.346938683))"
846,2021,3,"POLYGON ((770921.382811132 1677474.9848322377, 770978.3771563991 1677465.4554806424, 770989.9198423552 1677406.2458026246, 770966.8182467984 1677395.3512330905, 770920.3417909113 1677387.9518170927, 770921.382811132 1677474.9848322377))"
847,2021,3,"POLYGON ((768771.1544141012 1680045.308068149, 768779.6084852562 1680020.605232755, 768717.3234174107 1679966.972205711, 768721.738317453 1679900.595337961, 768746.4379688811 1679809.2080938779, 768676.7311823209 1679812.1750620264, 768687.4048619713 1679903.6347282527, 768669.7314937529 1679972.959894468, 768771.1544141012 1680045.308068149))"
848,2021,3,"POLYGON ((772822.8978017792 1675083.3696733878, 772758.284001034 1675100.9096761898, 772781.7993268484 1675341.8134600527, 772857.5875580581 1675339.9395388276, 772822.8978017792 1675083.3696733878))"
849,2021,1,"POLYGON ((770625.935065225 1674022.4756030468, 770624.3535983951 1674250.7636040905, 770714.9337030738 1674241.2778656287, 770749.1094647528 1674229.8240542582, 770750.7970632655 1674149.73490439, 770745.6124407446 1674149.7348984743, 770752.0981033673 1674031.7421875217, 770748.5797987967 1674022.311242079, 770625.935065225 1674022.4756030468))"
850,2021,1,"POLYGON ((766880.978316926 1677637.2291265244, 766877.3103695872 1677665.3249454647, 766876.0490394922 1677687.2564401098, 766937.53610282 1677690.203321983, 766999.5851770052 1677685.5900713957, 767007.5879680312 1677635.434460703, 766981.9552566151 1677635.6021326745, 766948.5288110917 1677636.1061973742, 766885.7991385487 1677636.613329233, 766880.978316926 1677637.2291265244))"
851,2021,3,"POLYGON ((771669.8500292357 1674264.2667111757, 771706.9770718312 1674262.2588435179, 771648.6925726533 1673991.0021158757, 771555.3961200456 1673677.9356588868, 771491.044320342 1673690.4804717095, 771539.7768010064 1673885.5658412713, 771669.8500292357 1674264.2667111757))"
852,2021,4,"POLYGON ((767805.6542051632 1680367.5784933222, 767776.8215839646 1680348.120326788, 767716.3453562969 1680334.4271919506, 767700.6356463451 1680371.7546676653, 767649.8093697354 1680384.3223680148, 767660.5809922393 1680451.3262105742, 767801.6732222068 1680447.9911302812, 767805.6542051632 1680367.5784933222))"
853,2021,3,"POLYGON ((771537.592571225 1674074.0283698754, 771409.9691842326 1674102.0911473013, 771426.6780820895 1674167.5712540105, 771439.3466802441 1674217.4088873789, 771506.5421910272 1674201.148492743, 771586.2743618672 1674179.9925909631, 771537.592571225 1674074.0283698754))"
854,2021,1,"POLYGON ((766121.6797074315 1677634.7653934807, 766160.2407373055 1677448.3230731133, 766095.2058770738 1677427.5489817096, 766018.4895791365 1677584.0003141954, 766039.9083874286 1677601.1811276414, 766121.6797074315 1677634.7653934807))"
855,2021,3,"POLYGON ((772139.1675414422 1677765.2716818969, 772174.6662163882 1677773.4323980948, 772174.4725936071 1677632.1580700905, 772136.7030497501 1677615.778231608, 772121.6219035268 1677720.3399537937, 772137.0045831315 1677729.1536434058, 772139.1675414422 1677765.2716818969))"
856,2021,2,"POLYGON ((769901.6060292975 1675809.9893050306, 769962.1086122708 1675841.7930022199, 770010.7194068428 1675822.7540415204, 770087.127767642 1675827.2836255536, 770125.2267724773 1675834.031181953, 770141.4852287609 1675757.272117589, 770141.9077125413 1675757.941240993, 770134.2107096526 1675744.5674072006, 770077.7357754926 1675746.023337813, 770064.118327068 1675770.6668997013, 770037.8986748267 1675768.927019229, 770024.5259698736 1675744.0847330843, 770004.7853924918 1675749.3940826363, 769998.0017527565 1675768.9125024981, 769933.4342979612 1675744.5906276528, 769901.6060292975 1675809.9893050306))"
857,2021,4,"POLYGON ((770200.5255969195 1675954.022134726, 770254.3937251263 1675936.0404143136, 770283.798758968 1675931.9493296775, 770283.9800694934 1675897.4089158461, 770261.7969361683 1675900.0328944423, 770249.6115700939 1675865.4612981346, 770204.3732194826 1675881.1063710165, 770200.5255969195 1675954.022134726))"
858,2021,3,"POLYGON ((767825.7203996785 1681376.556659429, 767937.8230397246 1681369.9755528243, 767940.1493737351 1681298.0394379958, 767824.1221411868 1681309.336413717, 767825.7203996785 1681376.556659429))"
859,2021,4,"POLYGON ((768129.0880043311 1679392.188839509, 768351.3814002554 1679369.2623881907, 768367.8071207101 1679343.2112236228, 768317.2922638515 1679322.5955827613, 768177.2799341305 1679277.1556196902, 768112.3951328656 1679309.7395638656, 768109.3336384604 1679342.4753127526, 768129.0880043311 1679392.188839509))"
860,2021,3,"POLYGON ((771958.3784933842 1676222.8093068518, 772033.8850197205 1676221.5778997608, 772021.7669046237 1676125.5591243098, 771987.2038222825 1676110.6563020782, 771963.6032860132 1676105.623011727, 771958.3784933842 1676222.8093068518))"
861,2021,1,"POLYGON ((771243.2537933146 1675232.3075508745, 771225.8708887806 1674892.5482580436, 771170.8537182362 1674888.5937362993, 771173.0248200494 1674933.5684929152, 771177.4690856056 1674995.9514682586, 771180.1958973098 1675067.393215157, 771203.8072056681 1675155.6823975015, 771209.7176392793 1675230.8143737793, 771243.2537933146 1675232.3075508745))"
862,2021,3,"POLYGON ((771731.4789724767 1673965.2738731808, 771826.4212077723 1673948.6538570854, 771773.2701433307 1673707.9023359544, 771671.5153149054 1673727.6549502674, 771731.4789724767 1673965.2738731808))"
863,2021,4,"POLYGON ((768802.4971642536 1680284.8054050957, 768885.317676312 1680244.4576434314, 768845.1097057362 1680131.4028776742, 768820.5071034756 1680092.1505541697, 768729.9522442996 1680047.2723651363, 768694.9871073972 1680011.555188852, 768644.6215830917 1680025.0396198807, 768591.3876812509 1680035.5021236725, 768664.7369787501 1680080.6257887362, 768751.0010175831 1680246.795348472, 768802.4971642536 1680284.8054050957))"
864,2021,3,"POLYGON ((771883.6014453454 1674887.6554380762, 771845.8309849969 1674884.3553803875, 771809.5761315419 1674880.8150233773, 771773.7675796312 1674877.5764682046, 771740.4711395039 1674873.6223127753, 771614.6991181028 1674851.6345724782, 771612.4828053768 1674854.2660814936, 771559.4633857058 1674932.4812641987, 771659.6355591577 1674986.5678160728, 771685.0950590704 1674995.9042861462, 771719.7904897184 1675013.4821029543, 771789.3273505771 1675049.5747408604, 771791.6540468105 1675061.7840971018, 771823.9384739639 1675073.24228431, 771924.995574311 1675107.0225481484, 771947.734457046 1674946.165368259, 771956.0314503462 1674896.177258358, 771941.0132864299 1674894.9651358542, 771916.4285848576 1674890.3633875246, 771892.2588832444 1674887.367246723, 771883.6014453454 1674887.6554380762))"
865,2021,3,"POLYGON ((771952.2244122196 1676345.963455792, 772026.8422132835 1676347.157548571, 772032.5909887999 1676231.195115917, 771957.815430549 1676234.3171103704, 771952.2244122196 1676345.963455792))"
866,2021,3,"POLYGON ((770009.6220305418 1675831.0842412622, 770012.0822162981 1676029.2605131762, 770013.0350973882 1676049.5576032668, 770115.2545302624 1676059.1562614643, 770080.7093388473 1675831.437323552, 770009.6220305418 1675831.0842412622))"
867,2021,4,"POLYGON ((769270.6015307142 1675506.0580594453, 769304.5432566943 1675443.7828789186, 769290.471353654 1675404.7620110863, 769216.3996552974 1675440.3397899568, 769217.6001503624 1675495.2667777599, 769270.6015307142 1675506.0580594453))"
868,2021,2,"POLYGON ((769186.2534995704 1676158.5177792655, 769187.689181715 1676174.0339102717, 769250.88472223 1676177.1920821844, 769253.5828516099 1676185.747782861, 769296.8449771914 1676182.921124312, 769282.4727485458 1676132.6040693407, 769250.6079100212 1676144.9716290757, 769226.3329903176 1676151.8903847858, 769223.7992680199 1676147.765061704, 769186.2534995704 1676158.5177792655))"
869,2021,1,"POLYGON ((770982.4130670957 1675012.1968662376, 771024.7472192931 1675006.151609673, 771026.6222176426 1674899.2238175392, 770947.8556323706 1674903.0787951373, 770982.4130670957 1675012.1968662376))"
870,2021,3,"POLYGON ((771156.6380444937 1676655.8653188252, 771218.8431399921 1676651.5997780776, 771204.9311720207 1676459.0187132894, 771131.2040687861 1676464.5909659592, 771156.6380444937 1676655.8653188252))"
871,2021,2,"POLYGON ((765206.3642566615 1671176.6272269934, 765328.7616089479 1671157.6313343144, 765323.4336062041 1671067.011722011, 765210.8035900111 1671087.778003349, 765206.3642566615 1671176.6272269934))"
872,2021,4,"POLYGON ((772609.6808093288 1684620.5761084643, 772695.8061686793 1684646.821792644, 772701.6800005994 1684594.7429846015, 772630.5414845287 1684564.6859565082, 772609.6808093288 1684620.5761084643))"
873,2021,3,"POLYGON ((761848.0218328775 1675230.9753233276, 761911.7175670064 1675247.1822082186, 761912.5780351302 1675227.8181319064, 761951.0118182718 1675233.559317778, 761950.5633145319 1675157.8310521282, 761866.1497375108 1675157.667690515, 761848.0218328775 1675230.9753233276))"
874,2021,3,"POLYGON ((770489.3194406768 1676249.0667445986, 770572.6035015907 1676225.9987869738, 770567.4505109554 1676197.1540986889, 770641.361247205 1676194.3499150649, 770641.4716955444 1676072.4556995542, 770548.8029234973 1676060.5409900737, 770540.5073280403 1676015.0532197438, 770487.4881613327 1676005.9192888185, 770489.3194406768 1676249.0667445986))"
875,2021,4,"POLYGON ((771309.1236869608 1676338.655186873, 771317.380338798 1676191.3900207006, 771278.887555649 1676181.5358575168, 771266.5677728395 1676168.1082629682, 771138.83190306 1676147.705083077, 771198.5474694789 1676228.9924264902, 771193.6447319153 1676253.182300843, 771245.7825479964 1676348.111098842, 771280.1047041508 1676327.9137187118, 771309.1236869608 1676338.655186873))"
876,2021,3,"POLYGON ((760056.6644797716 1686262.2145178933, 760036.976990882 1686273.509164715, 760057.2155402827 1686319.0129103607, 760113.4013642133 1686350.5244728029, 760145.0594016224 1686354.97256105, 760127.3223912511 1686335.8445986197, 760102.4939604689 1686297.1535314075, 760176.6516117251 1686259.0093763068, 760246.2080912151 1686286.684503402, 760281.5232024583 1686271.578416803, 760249.5409460273 1686189.964250233, 760233.3637369416 1686194.8768310272, 760056.6644797716 1686262.2145178933))"
877,2021,1,"POLYGON ((764310.8963261975 1684474.54219323, 764568.2095165313 1684372.4942476249, 764638.6356106421 1684294.907344315, 764617.3128526397 1684298.3199156367, 764565.8163207278 1684308.3664452601, 764349.4662729977 1684343.0119210803, 764330.9159739665 1684386.532780238, 764301.2274637957 1684407.343290495, 764310.8963261975 1684474.54219323))"
878,2021,2,"POLYGON ((773880.4627276477 1683451.9478142716, 773934.8157710081 1683492.6623784164, 773968.1096079063 1683458.7292642666, 773958.9854286865 1683439.1364743286, 773932.7485142997 1683375.1677251721, 773880.4627276477 1683451.9478142716))"
